pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 44219 b,HD 44219,1,1,1,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,472.3,6.3,-5.0,0.0,1.19,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,184.33,19.07,-12.71,0.0,0.58,0.06,-0.04,0.0,,,,,,,,,184.33,19.07,-12.71,0.0,0.58,0.06,-0.04,0.0,Msini,,,,,0.61,0.07,-0.09,0.0,,,,,,,,,,,,,,,,,,0.0,19.4,3.0,-3.0,0.0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,G2 V,5752.0,16.0,-16.0,0.0,1.32,0.07,-0.07,0.0,1.0,,,0.0,0.03,0.01,-0.01,0.0,[Fe/H],0.26,,,0.0,4.21,0.03,-0.03,0.0,,,,,,,,,2.22,1.0,-1.0,0.0,,,,,-12.07,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h20m14.40s,95.0599971,-10d43m30.29s,-10.7250799,52.9051,0.1804,-0.1792,7.69,0.03,-0.03,6.115,0.017,-0.017,7.52973,0.0003,-0.0003,2015-01-22,2010-11,2015-01-22
HD 45364 b,HD 45364,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,225.79,0.81,-0.76,0.0,0.6793,0.0016,-0.0015,0.0,,,,,,,,,,,,,,,,,60.16492,1.97054,-2.00232,0.0,0.1893,0.0062,-0.0063,0.0,,,,,,,,,60.16492,1.97054,-2.00232,0.0,0.1893,0.0062,-0.0063,0.0,Msini,,,,,0.067,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,BJD,0.0,7.23,0.24,-0.24,0.0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,K0 V,5466.0,59.0,-32.0,0.0,0.89,0.01,-0.02,0.0,0.82,0.05,-0.05,0.0,,,,,,-0.196,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2022-12-05,2022-10,2022-12-05
HD 45364 c,HD 45364,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,345.43,0.54,-0.57,0.0,0.902,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,174.4878,2.38371,-2.35193,0.0,0.549,0.0075,-0.0074,0.0,,,,,,,,,174.4878,2.38371,-2.35193,0.0,0.549,0.0075,-0.0074,0.0,Msini,,,,,0.019,0.011,-0.01,0.0,,,,,,,,,,,,,,,,,BJD,0.0,18.15,0.25,-0.24,0.0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,K0 V,5466.0,59.0,-32.0,0.0,0.89,0.01,-0.02,0.0,0.82,0.05,-0.05,0.0,,,,,,-0.196,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2022-12-05,2022-10,2022-12-05
HD 4732 b,HD 4732,1,2,2,Radial Velocity,2012,Multiple Observatories,Published Confirmed,0,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,360.2,1.4,-1.4,0.0,1.19,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,753.23,108.06,-108.06,0.0,2.37,0.34,-0.34,0.0,,,,,,,,,753.23,108.06,-108.06,0.0,2.37,0.34,-0.34,0.0,Msini,,,,,0.13,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,0.0,47.3,3.5,-3.5,0.0,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,K0 IV,4959.0,25.0,-25.0,0.0,5.4,0.4,-0.4,0.0,1.74,0.2,-0.14,0.0,0.01,0.04,-0.04,0.0,[Fe/H],1.19,,,0.0,3.16,0.08,-0.08,0.0,,,,,,,,,1.45,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,0.1708,-0.1708,5.9,0.03,-0.03,3.691,0.036,-0.036,5.6509,0.0010995,-0.0010995,2014-05-14,2013-01,2014-05-14
HD 4760 b,HD 4760,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,434.0,3.0,-3.0,0.0,1.14,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,4417.837,762.792,-762.792,0.0,13.9,2.4,-2.4,0.0,,,,,,,,,4417.837,762.792,-762.792,0.0,13.9,2.4,-2.4,0.0,Msini,,,,,0.23,0.09,-0.06,0.0,,,,,,,,,,,,,,,,,JD,0.0,370.0,12.0,-9.0,0.0,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,,4076.0,15.0,-15.0,0.0,42.4,9.2,-9.2,0.0,1.05,0.19,-0.19,0.0,-0.91,0.09,-0.09,0.0,[Fe/H],2.93,0.11,-0.11,0.0,1.62,0.08,-0.08,0.0,,,,,,,,,1.4,1.1,-1.1,0.0,1531.0,1535.0,-1535.0,0.0,-67.26,0.02,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m39.88s,12.4161652,+06d24m25.71s,6.4071412,537.873,20.155,-20.155,7.51,0.03,-0.03,3.993,0.027,-0.027,6.98504,0.000277,-0.000277,2021-02-05,2021-04,2021-02-11
HD 4917 b,HD 4917,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,400.5,1.7,-1.7,0.0,1.167,0.065,-0.065,0.0,,,,,,,,,,,,,,,,,513.29545,29.24036,-29.24036,0.0,1.615,0.092,-0.092,0.0,,,,,,,,,513.29545,29.24036,-29.24036,0.0,1.615,0.092,-0.092,0.0,Msini,,,,,0.066,0.041,-0.041,0.0,,,,,,,,,,,,,,,,,JD,0.0,37.1,2.2,-2.2,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4802.0,,,0.0,5.01,,,0.0,1.32,,,0.0,,,,,,,,,,2.97,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m06.30s,12.7762624,-12d55m39.59s,-12.9276648,204.277,2.4745,-2.4745,8.03,0.03,-0.03,5.61,0.018,-0.018,7.74877,0.000188,-0.000188,2018-12-03,2019-04,2018-12-06
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,119.27,0.02,-0.02,0.0,0.52,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,384.5743,15.8915,-15.8915,0.0,1.21,0.05,-0.05,0.0,,,,,,,,,384.5743,15.8915,-15.8915,0.0,1.21,0.05,-0.05,0.0,Msini,,,,,0.27,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,42.97,0.7,-0.7,0.0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6136.0,,,0.0,,,,,1.2,,,0.0,,,,,,,,,,4.36,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h00m17.91s,105.0746449,-05d22m00.53s,-5.3668142,29.9803,0.0424,-0.0423,6.29351,0.023,-0.023,4.953,0.017,-0.017,6.15257,0.0006094,-0.0006094,2019-03-11,2019-04,2019-03-14
HD 5583 b,HD 5583,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,139.35,0.21,-0.22,0.0,0.53,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,1837.0574,168.4499,-168.4499,0.0,5.78,0.53,-0.53,0.0,,,,,,,,,1837.0574,168.4499,-168.4499,0.0,5.78,0.53,-0.53,0.0,Msini,,,,,0.076,0.07,-0.023,0.0,,,,,,,,,,,,,,,,,JD,0.0,225.8,4.5,-4.0,0.0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4830.0,45.0,-45.0,0.0,9.09,1.5,-1.5,0.0,1.01,0.1,-0.1,0.0,-0.5,0.18,-0.18,0.0,[Fe/H],1.61,0.09,-0.09,0.0,2.53,0.14,-0.14,0.0,7.41,3.06,-2.17,0.0,,,,,2.2,2.3,-2.3,0.0,,,,,11.68,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h57m56.87s,14.486946,+34d59m07.19s,34.9853306,219.216,3.483,-3.378,7.604,0.002,-0.002,5.221,0.02,-0.02,7.30769,0.00033,-0.00033,2016-02-03,2016-04,2016-02-04
HD 564 b,HD 564,1,1,1,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.3,2.3,-2.3,0.0,1.2,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,Msini,,,,,0.096,0.067,-0.067,0.0,,,,,,,,,,,,,,,,,,0.0,8.79,0.45,-0.45,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902.0,61.0,-61.0,0.0,1.01,0.05,-0.05,0.0,0.96,0.05,-0.05,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],,,,,4.53,0.1,-0.1,0.0,5.5,3.1,-3.1,0.0,,,,,2.0,,,1.0,,,,,11.46,0.38,-0.38,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659,0.0941,-0.0937,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.000284,-0.000284,2015-01-08,2015-04,2015-01-08
HD 5891 b,HD 5891,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,177.11,0.32,-0.32,0.0,0.64,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,2425.0429,454.4969,-454.4969,0.0,7.63,1.43,-1.43,0.0,,,,,,,,,2425.0429,454.4969,-454.4969,0.0,7.63,1.43,-1.43,0.0,Msini,,,,,0.07,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,178.5,4.1,-4.1,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4673.0,123.0,-123.0,0.0,10.64,0.99,-0.99,0.0,1.93,0.54,-0.54,0.0,-0.37,,,0.0,[Fe/H],,,,,2.67,0.09,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m33.20s,15.1383168,+20d17m32.33s,20.2923139,283.502,4.863,-4.863,8.09,0.03,-0.03,5.621,0.016,-0.016,7.79825,0.000316,-0.000316,2018-09-04,2017-03,2018-09-06
HD 59686 A b,HD 59686 A,1,2,1,Radial Velocity,2016,Lick Observatory,Published Confirmed,0,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,299.36,0.26,-0.31,0.0,1.086,0.0006,-0.0007,0.0,,,,,,,,,,,,,,,,,2199.3836,57.2094,-76.2792,0.0,6.92,0.18,-0.24,0.0,,,,,,,,,2199.3836,57.2094,-76.2792,0.0,6.92,0.18,-0.24,0.0,Msini,,,,,0.05,0.03,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,136.9,3.8,-4.6,0.0,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,K2 III,4658.0,24.0,-24.0,0.0,13.2,0.3,-0.3,0.0,1.9,0.2,-0.2,0.0,0.15,0.1,-0.1,0.0,[Fe/H],,,,,2.49,0.05,-0.05,0.0,1.73,0.47,-0.47,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m48.45s,112.9518629,+17d05m08.59s,17.0857195,89.2721,0.73155,-0.73155,5.44299,0.023,-0.023,2.922,0.3,-0.3,5.13228,0.0035591,-0.0035591,2016-08-10,2016-10,2016-08-12
HD 60532 b,HD 60532,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,201.9,0.3,-0.3,0.0,0.77,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,336.8998,25.4264,-25.4264,0.0,1.06,0.08,-0.08,0.0,,,,,,,,,336.8998,25.4264,-25.4264,0.0,1.06,0.08,-0.08,0.0,Msini,,,,,0.26,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,BJD,0.0,29.1,0.9,-0.9,0.0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245.0,80.0,-80.0,0.0,2.57,0.12,-0.12,0.0,1.5,0.09,-0.09,0.0,-0.26,,,0.0,[Fe/H],,,,,3.8,0.07,-0.07,0.0,2.8,0.1,-0.6,0.0,,,,,8.0,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,0.1577,-0.1558,4.44,0.03,-0.03,3.355,0.286,-0.286,4.30793,0.003988,-0.003988,2016-09-06,2017-03,2016-09-08
HD 63765 b,HD 63765,1,1,1,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,358.0,1.0,-1.0,0.0,0.94,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,168.4499,9.5349,-9.5349,0.0,0.53,0.03,-0.03,0.0,,,,,,,,,168.4499,9.5349,-9.5349,0.0,0.53,0.03,-0.03,0.0,Msini,,,,,0.24,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,20.9,1.3,-1.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5449.0,11.0,-11.0,0.0,0.83,0.01,-0.01,0.0,0.65,0.01,-0.01,0.0,-0.16,,,0.0,[Fe/H],,,,,4.41,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h47m49.98s,116.9582617,-54d15m55.24s,-54.265345,32.5376,0.0328,-0.0328,8.1,0.03,-0.03,6.316,0.021,-0.021,7.90983,0.00029,-0.00029,2018-09-04,2017-03,2018-09-06
HD 66141 b,HD 66141,1,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>,480.5,0.5,-0.5,0.0,1.2,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,1906.9,95.3,-95.3,0.0,6.0,0.3,-0.3,0.0,,,,,,,,,1906.9,95.3,-95.3,0.0,6.0,0.3,-0.3,0.0,Msini,,,,,0.07,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,146.2,2.7,-2.7,0.0,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>,K2 III,4323.0,15.0,-15.0,0.0,21.4,0.6,-0.6,0.0,1.1,0.1,-0.1,0.0,-0.323,0.034,-0.034,0.0,[Fe/H],2.24,,,0.0,1.78,0.04,-0.04,0.0,6.84,1.39,-1.39,0.0,,,,,4.7,,,0.0,,,,,71.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m15.91s,120.5662825,+02d20m06.10s,2.3350265,68.1509,2.11345,-2.11345,4.37821,0.023,-0.023,1.447,0.308,-0.308,3.97926,0.0070804,-0.0070804,2014-05-14,2012-12,2014-05-14
HD 67087 b,HD 67087,1,1,2,Radial Velocity,2015,Multiple Observatories,Published Confirmed,0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,352.2,1.7,-1.6,0.0,1.08,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,973.0,70.0,-64.0,0.0,3.06,0.22,-0.2,0.0,,,,,,,,,973.0,70.0,-64.0,0.0,3.06,0.22,-0.2,0.0,Msini,,,,,0.17,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,0.0,73.6,4.4,-3.9,0.0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,F8 V,6330.0,47.0,-47.0,0.0,1.55,0.32,-0.32,0.0,1.36,0.04,-0.04,0.0,0.25,0.04,-0.04,0.0,[Fe/H],0.54,0.085,-0.11,0.0,4.19,0.06,-0.06,0.0,1.45,0.51,-0.51,0.0,,,,,9.7,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217,0.3315,-0.3287,8.05,0.03,-0.03,6.866,0.018,-0.018,7.92235,0.000478,-0.000478,2015-04-01,2015-06,2015-04-01
HD 69830 d,HD 69830,1,1,3,Radial Velocity,2006,La Silla Observatory,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,197.0,3.0,-3.0,0.0,0.63,,,0.0,,,,,,,,,,,,,,,,,18.1,,,0.0,0.057,,,0.0,,,,,,,,,18.1,,,0.0,0.057,,,0.0,Msini,,,,,0.07,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,0.0,2.2,0.19,-0.19,0.0,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385.0,20.0,-20.0,0.0,,,,,0.86,0.03,-0.03,0.0,-0.05,0.02,-0.02,0.0,[Fe/H],-0.22,0.02,-0.02,0.0,,,,,7.0,3.0,-3.0,0.0,,,,,1.1,0.5,-1.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591,0.0097,-0.0096,5.96004,0.023,-0.023,4.165,0.036,-0.036,5.75392,0.0009726,-0.0009726,2015-03-26,2006-05,2015-03-26
HD 73526 b,HD 73526,1,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,188.3,0.9,-0.9,0.0,0.65,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,978.9164,98.5273,-98.5273,0.0,3.08,0.31,-0.31,0.0,,,,,,,,,978.9164,98.5273,-98.5273,0.0,3.08,0.31,-0.31,0.0,Msini,,,,,0.19,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,102.0,5.0,-5.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5601.0,24.0,-24.0,0.0,1.53,0.03,-0.03,0.0,1.14,0.15,-0.15,0.0,0.22,,,0.0,[Fe/H],,,,,4.12,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,97.2396,0.3235,-0.3214,8.99,0.03,-0.03,7.302,0.026,-0.026,8.79682,0.000204,-0.000204,2018-09-04,2017-03,2018-09-06
HD 73526 c,HD 73526,1,1,2,Radial Velocity,2005,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..140W/abstract target=ref>  Wittenmyer et al. 2014 </a>,379.1,0.5,-0.5,0.0,1.03,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,715.09,41.32,-41.32,0.0,2.25,0.13,-0.13,0.0,,,,,,,,,715.09,41.32,-41.32,0.0,2.25,0.13,-0.13,0.0,Msini,,,,,0.28,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,65.1,2.6,-2.6,0.0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..140W/abstract target=ref>  Wittenmyer et al. 2014 </a>,,,,,,,,,,1.01,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,97.2396,0.3235,-0.3214,8.99,0.03,-0.03,7.302,0.026,-0.026,8.79682,0.000204,-0.000204,2014-05-14,2014-01,2014-05-14
